A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition
0.006238,5.081E-4,0.001806,2.841E-4,0.001463,4.354E-4,0.001924,5.254E-4,0.004494,-1.518E-4,0.0019,5.536E-4,4.105E-4,2.481E-4,0.001522,2.167E-4,junk
0.007385,4.353E-4,0.001782,2.942E-4,0.001563,4.541E-4,0.001825,5.772E-4,0.005265,-1.959E-4,0.002376,5.615E-4,0.001017,2.718E-4,0.001952,2.259E-4,junk
0.007789,4.82E-4,0.002055,3.136E-4,0.001776,5.198E-4,0.002119,5.597E-4,0.004143,-2.134E-4,0.001832,5.258E-4,2.593E-4,2.407E-4,0.001132,1.849E-4,junk
0.008172,4.41E-4,0.002189,3.381E-4,0.001867,4.925E-4,0.002216,6.223E-4,0.005012,-2.243E-4,0.002246,5.147E-4,8.46E-4,2.372E-4,0.001588,1.953E-4,junk
0.008637,4.076E-4,0.002003,3.28E-4,0.001838,5.105E-4,0.002088,5.791E-4,0.00396,-2.29E-4,0.001693,5.162E-4,1.309E-4,2.779E-4,8.862E-4,2.118E-4,junk
0.008281,4.703E-4,0.002141,3.005E-4,0.001736,4.974E-4,0.002103,5.807E-4,0.004403,-3.078E-4,0.001886,4.955E-4,5.464E-4,2.721E-4,0.001197,2.017E-4,junk
0.008151,3.42E-4,0.001954,3.206E-4,0.001767,4.611E-4,0.002042,5.995E-4,0.003742,-2.051E-4,0.001515,5.234E-4,6.378E-5,3.108E-4,6.79E-4,2.335E-4,junk
0.008917,3.95E-4,0.002349,3.358E-4,0.002182,5.232E-4,0.002455,5.601E-4,0.003869,-3.378E-4,0.00156,4.857E-4,2.38E-4,3.071E-4,8.054E-4,2.27E-4,junk
0.00847,3.63E-4,0.00222,3.402E-4,0.001937,4.763E-4,0.0023,5.996E-4,0.003528,-2.499E-4,0.001348,5.158E-4,-5.139E-5,3.471E-4,5.28E-4,2.644E-4,junk
0.009209,2.687E-4,0.002398,3.768E-4,0.002362,5.129E-4,0.002651,5.512E-4,0.003486,-2.832E-4,0.001325,5.066E-4,-4.619E-5,3.55E-4,5.213E-4,2.618E-4,junk
