Uk1,YAxis,Uk2,PRbpm,SpO2,Time
64,99,133,47,5,2014-06-27 16:18:37.223985
64,99,133,47,5,2014-06-27 16:18:37.240615
64,99,133,47,5,2014-06-27 16:18:37.257438
64,99,133,46,5,2014-06-27 16:18:37.273996
64,99,133,46,5,2014-06-27 16:18:37.290852
64,99,133,45,5,2014-06-27 16:18:37.307669
64,99,133,43,5,2014-06-27 16:18:37.324146
64,99,133,41,5,2014-06-27 16:18:37.340893
64,99,133,40,5,2014-06-27 16:18:37.357530
64,99,133,38,4,2014-06-27 16:18:37.374541
64,99,133,37,4,2014-06-27 16:18:37.391192
64,99,133,35,4,2014-06-27 16:18:37.407782
64,99,133,33,4,2014-06-27 16:18:37.424492
64,99,133,31,3,2014-06-27 16:18:37.441252
64,99,133,30,3,2014-06-27 16:18:37.457807
64,99,133,29,3,2014-06-27 16:18:37.474507
64,99,133,27,3,2014-06-27 16:18:37.491237
64,99,133,26,3,2014-06-27 16:18:37.507947
64,99,133,25,3,2014-06-27 16:18:37.524687
64,99,133,25,3,2014-06-27 16:18:37.541412
64,99,133,24,3,2014-06-27 16:18:37.558127
64,99,133,23,2,2014-06-27 16:18:37.575157
64,99,133,23,2,2014-06-27 16:18:37.591496
64,99,133,23,2,2014-06-27 16:18:37.608461
64,99,133,23,2,2014-06-27 16:18:37.625018
64,99,133,22,2,2014-06-27 16:18:37.641796
64,99,133,22,2,2014-06-27 16:18:37.658199
64,99,133,22,2,2014-06-27 16:18:37.675536
64,99,133,22,2,2014-06-27 16:18:37.692070
64,99,133,21,2,2014-06-27 16:18:37.708611
64,99,133,21,2,2014-06-27 16:18:37.725176
64,99,133,20,2,2014-06-27 16:18:37.742044
64,99,133,21,2,2014-06-27 16:18:37.758546
64,99,133,24,3,2014-06-27 16:18:37.775322
64,99,133,29,3,2014-06-27 16:18:37.791915
64,99,133,37,4,2014-06-27 16:18:37.808728
64,99,133,45,5,2014-06-27 16:18:37.825598
64,99,133,54,6,2014-06-27 16:18:37.842184
64,99,133,64,8,2014-06-27 16:18:37.858548
64,99,133,71,8,2014-06-27 16:18:37.875723
64,99,133,76,9,2014-06-27 16:18:37.892118
64,99,133,78,9,2014-06-27 16:18:37.908871
64,99,133,78,9,2014-06-27 16:18:37.925676
64,99,133,77,9,2014-06-27 16:18:37.942062
64,99,133,75,9,2014-06-27 16:18:37.958883
64,99,197,73,9,2014-06-27 16:18:37.975659
64,99,197,70,8,2014-06-27 16:18:37.992567
64,99,133,66,8,2014-06-27 16:18:38.008929
64,99,133,63,7,2014-06-27 16:18:38.026087
64,99,133,60,7,2014-06-27 16:18:38.042428
64,99,133,59,7,2014-06-27 16:18:38.059250
64,99,133,57,7,2014-06-27 16:18:38.075799
64,99,133,57,7,2014-06-27 16:18:38.092530
64,99,133,57,7,2014-06-27 16:18:38.109355
64,99,133,56,7,2014-06-27 16:18:38.125935
64,99,133,55,6,2014-06-27 16:18:38.143180
64,99,133,53,6,2014-06-27 16:18:38.159426
64,99,133,51,6,2014-06-27 16:18:38.176347
64,99,133,49,6,2014-06-27 16:18:38.192909
64,99,133,46,5,2014-06-27 16:18:38.209294
64,99,133,44,5,2014-06-27 16:18:38.226450
64,99,133,41,5,2014-06-27 16:18:38.242998
64,99,133,40,5,2014-06-27 16:18:38.259887
64,99,133,37,4,2014-06-27 16:18:38.276296
64,99,133,35,4,2014-06-27 16:18:38.292933
64,99,133,32,4,2014-06-27 16:18:38.309841
64,99,133,30,3,2014-06-27 16:18:38.326387
64,99,133,27,3,2014-06-27 16:18:38.343181
64,99,133,25,3,2014-06-27 16:18:38.359912
64,99,133,23,2,2014-06-27 16:18:38.376734
64,99,133,21,2,2014-06-27 16:18:38.393273
64,99,133,19,2,2014-06-27 16:18:38.409840
64,99,133,18,2,2014-06-27 16:18:38.426583
64,99,133,16,2,2014-06-27 16:18:38.443390
64,99,133,15,1,2014-06-27 16:18:38.459875
64,99,133,14,1,2014-06-27 16:18:38.476872
64,99,133,13,1,2014-06-27 16:18:38.493316
64,99,133,13,1,2014-06-27 16:18:38.510037
64,99,133,14,1,2014-06-27 16:18:38.526910
64,99,133,17,2,2014-06-27 16:18:38.543708
64,99,133,23,2,2014-06-27 16:18:38.560011
64,99,133,31,3,2014-06-27 16:18:38.577026
64,99,133,40,5,2014-06-27 16:18:38.593712
64,99,133,49,6,2014-06-27 16:18:38.610159
64,99,133,57,7,2014-06-27 16:18:38.627501
64,99,133,63,7,2014-06-27 16:18:38.643849
64,99,133,67,8,2014-06-27 16:18:38.660428
64,99,133,68,8,2014-06-27 16:18:38.677188
64,99,133,68,8,2014-06-27 16:18:38.693725
64,99,133,67,8,2014-06-27 16:18:38.710384
64,99,197,65,8,2014-06-27 16:18:38.727345
64,99,197,62,7,2014-06-27 16:18:38.743700
64,99,133,59,7,2014-06-27 16:18:38.760636
64,99,133,56,7,2014-06-27 16:18:38.777434
64,99,133,53,6,2014-06-27 16:18:38.793942
64,99,133,51,6,2014-06-27 16:18:38.810722
64,99,133,49,6,2014-06-27 16:18:38.827353
64,99,133,48,6,2014-06-27 16:18:38.844194
64,99,133,48,6,2014-06-27 16:18:38.860630
64,99,133,48,6,2014-06-27 16:18:38.877619
64,99,133,48,6,2014-06-27 16:18:38.894096
64,99,133,47,5,2014-06-27 16:18:38.910984
64,99,133,47,5,2014-06-27 16:18:38.927559
64,99,133,46,5,2014-06-27 16:18:38.944398
64,99,133,44,5,2014-06-27 16:18:38.961044
64,99,133,43,5,2014-06-27 16:18:38.977793
64,99,133,41,5,2014-06-27 16:18:38.994339
64,99,133,40,5,2014-06-27 16:18:39.011172
64,99,133,38,4,2014-06-27 16:18:39.027923
64,99,133,36,4,2014-06-27 16:18:39.044514
64,99,133,33,4,2014-06-27 16:18:39.065546
64,99,133,31,3,2014-06-27 16:18:39.077951
64,99,133,30,3,2014-06-27 16:18:39.094450
64,99,133,28,3,2014-06-27 16:18:39.111332
64,99,133,26,3,2014-06-27 16:18:39.128100
64,99,133,24,3,2014-06-27 16:18:39.144568
64,99,133,23,2,2014-06-27 16:18:39.161247
64,99,133,22,2,2014-06-27 16:18:39.178045
64,99,133,21,2,2014-06-27 16:18:39.194711
64,99,133,20,2,2014-06-27 16:18:39.211617
64,99,133,19,2,2014-06-27 16:18:39.228169
64,99,133,18,2,2014-06-27 16:18:39.244996
64,99,133,17,2,2014-06-27 16:18:39.261459
64,99,133,17,2,2014-06-27 16:18:39.278487
64,99,133,19,2,2014-06-27 16:18:39.294850
64,99,133,23,2,2014-06-27 16:18:39.311764
64,99,133,30,3,2014-06-27 16:18:39.328564
64,99,133,39,4,2014-06-27 16:18:39.345191
64,99,133,48,6,2014-06-27 16:18:39.361607
64,99,133,58,7,2014-06-27 16:18:39.378645
64,99,133,67,8,2014-06-27 16:18:39.395155
64,99,133,73,9,2014-06-27 16:18:39.411865
64,99,133,77,9,2014-06-27 16:18:39.428869
64,99,133,79,9,2014-06-27 16:18:39.445178
64,99,133,79,9,2014-06-27 16:18:39.461940
64,99,133,78,9,2014-06-27 16:18:39.478954
64,99,133,76,9,2014-06-27 16:18:39.495509
64,99,197,74,9,2014-06-27 16:18:39.512006
64,99,197,71,8,2014-06-27 16:18:39.529160
64,99,133,68,8,2014-06-27 16:18:39.545654
64,99,133,64,8,2014-06-27 16:18:39.562292
64,99,133,62,7,2014-06-27 16:18:39.579057
64,99,133,59,7,2014-06-27 16:18:39.595475
64,99,133,58,7,2014-06-27 16:18:39.612516
64,99,133,57,7,2014-06-27 16:18:39.629094
64,99,133,56,7,2014-06-27 16:18:39.645880
64,99,133,55,6,2014-06-27 16:18:39.662350
64,99,133,54,6,2014-06-27 16:18:39.679371
64,99,133,52,6,2014-06-27 16:18:39.695679
64,99,133,50,6,2014-06-27 16:18:39.712584
64,99,133,48,6,2014-06-27 16:18:39.729616
64,99,133,45,5,2014-06-27 16:18:39.745814
64,99,133,42,5,2014-06-27 16:18:39.762706
64,99,133,40,5,2014-06-27 16:18:39.779292
64,99,133,38,4,2014-06-27 16:18:39.796027
64,99,133,35,4,2014-06-27 16:18:39.812761
64,99,133,33,4,2014-06-27 16:18:39.829531
64,99,133,31,3,2014-06-27 16:18:39.846200
64,99,133,29,3,2014-06-27 16:18:39.862770
64,99,133,27,3,2014-06-27 16:18:39.879787
64,99,133,25,3,2014-06-27 16:18:39.896151
64,99,133,24,3,2014-06-27 16:18:39.912976
64,99,133,23,2,2014-06-27 16:18:39.929819
64,99,133,21,2,2014-06-27 16:18:39.946416
64,99,133,20,2,2014-06-27 16:18:39.963197
64,99,133,19,2,2014-06-27 16:18:39.980286
64,99,133,18,2,2014-06-27 16:18:39.996601
64,99,133,17,2,2014-06-27 16:18:40.013113
64,99,133,17,2,2014-06-27 16:18:40.030025
64,99,133,16,2,2014-06-27 16:18:40.046341
64,99,133,15,1,2014-06-27 16:18:40.063296
64,99,133,15,1,2014-06-27 16:18:40.080075
64,99,133,15,1,2014-06-27 16:18:40.096832
64,99,133,17,2,2014-06-27 16:18:40.113191
64,99,133,22,2,2014-06-27 16:18:40.130232
64,99,133,29,3,2014-06-27 16:18:40.146761
64,99,133,38,4,2014-06-27 16:18:40.163445
64,99,133,47,5,2014-06-27 16:18:40.180289
64,99,133,56,7,2014-06-27 16:18:40.196699
64,99,133,64,8,2014-06-27 16:18:40.213695
64,99,133,69,8,2014-06-27 16:18:40.230372
64,99,133,72,9,2014-06-27 16:18:40.247030
64,99,133,73,9,2014-06-27 16:18:40.263465
64,99,133,72,9,2014-06-27 16:18:40.280479
64,99,133,71,8,2014-06-27 16:18:40.297228
64,99,133,70,8,2014-06-27 16:18:40.313786
64,99,197,67,8,2014-06-27 16:18:40.330358
64,99,197,64,8,2014-06-27 16:18:40.347210
64,99,133,62,7,2014-06-27 16:18:40.363887
64,99,133,59,7,2014-06-27 16:18:40.380703
64,99,133,57,7,2014-06-27 16:18:40.397388
64,99,133,56,7,2014-06-27 16:18:40.413809
64,99,133,55,6,2014-06-27 16:18:40.430798
64,99,133,55,6,2014-06-27 16:18:40.447428
64,99,133,55,6,2014-06-27 16:18:40.464094
64,99,133,54,6,2014-06-27 16:18:40.481056
64,99,133,53,6,2014-06-27 16:18:40.497566
64,99,133,51,6,2014-06-27 16:18:40.514058
64,99,133,49,6,2014-06-27 16:18:40.530985
64,99,133,47,5,2014-06-27 16:18:40.547687
64,99,133,44,5,2014-06-27 16:18:40.564352
64,99,133,41,5,2014-06-27 16:18:40.581257
64,99,133,40,5,2014-06-27 16:18:40.597533
64,99,133,37,4,2014-06-27 16:18:40.614591
64,99,133,35,4,2014-06-27 16:18:40.631362
64,99,133,32,4,2014-06-27 16:18:40.647773
64,99,133,31,3,2014-06-27 16:18:40.664581
64,99,133,29,3,2014-06-27 16:18:40.681359
64,99,133,27,3,2014-06-27 16:18:40.697464
64,99,133,26,3,2014-06-27 16:18:40.714306
64,99,133,24,3,2014-06-27 16:18:40.731062
64,99,133,23,2,2014-06-27 16:18:40.747626
64,99,133,22,2,2014-06-27 16:18:40.764075
64,99,133,22,2,2014-06-27 16:18:40.781053
64,99,133,21,2,2014-06-27 16:18:40.797205
64,99,133,21,2,2014-06-27 16:18:40.814192
64,99,133,20,2,2014-06-27 16:18:40.830852
64,99,133,19,2,2014-06-27 16:18:40.847390
64,99,133,18,2,2014-06-27 16:18:40.863784
64,99,133,18,2,2014-06-27 16:18:40.880675
64,99,133,17,2,2014-06-27 16:18:40.897093
64,99,133,16,2,2014-06-27 16:18:40.913707
64,99,133,17,2,2014-06-27 16:18:40.930670
64,99,133,20,2,2014-06-27 16:18:40.947212
64,99,133,26,3,2014-06-27 16:18:40.963681
64,99,133,34,4,2014-06-27 16:18:40.980614
64,99,133,42,5,2014-06-27 16:18:40.997172
64,99,133,51,6,2014-06-27 16:18:41.013702
64,99,133,59,7,2014-06-27 16:18:41.030453
64,99,133,65,8,2014-06-27 16:18:41.046995
64,99,133,68,8,2014-06-27 16:18:41.063465
64,99,133,69,8,2014-06-27 16:18:41.080965
64,99,133,68,8,2014-06-27 16:18:41.096995
64,99,133,67,8,2014-06-27 16:18:41.113580
64,99,197,65,8,2014-06-27 16:18:41.130161
64,99,197,62,7,2014-06-27 16:18:41.146744
64,99,133,59,7,2014-06-27 16:18:41.163391
64,99,133,56,7,2014-06-27 16:18:41.180168
64,99,133,54,6,2014-06-27 16:18:41.196723
64,99,133,52,6,2014-06-27 16:18:41.213174
64,99,133,51,6,2014-06-27 16:18:41.230085
64,99,133,50,6,2014-06-27 16:18:41.246615
64,99,133,50,6,2014-06-27 16:18:41.263072
64,99,133,50,6,2014-06-27 16:18:41.279982
64,99,133,49,6,2014-06-27 16:18:41.296514
64,99,133,48,6,2014-06-27 16:18:41.312900
64,99,133,47,5,2014-06-27 16:18:41.330142
64,99,133,45,5,2014-06-27 16:18:41.346138
64,99,133,43,5,2014-06-27 16:18:41.362943
64,99,133,41,5,2014-06-27 16:18:41.379912
64,99,133,39,4,2014-06-27 16:18:41.396157
64,99,133,37,4,2014-06-27 16:18:41.412987
64,99,133,35,4,2014-06-27 16:18:41.429878
64,99,133,33,4,2014-06-27 16:18:41.446577
64,99,133,31,3,2014-06-27 16:18:41.463019
64,99,133,29,3,2014-06-27 16:18:41.480141
64,99,133,28,3,2014-06-27 16:18:41.496330
64,99,133,26,3,2014-06-27 16:18:41.513262
64,99,133,24,3,2014-06-27 16:18:41.530119
64,99,133,23,2,2014-06-27 16:18:41.546731
64,99,133,22,2,2014-06-27 16:18:41.563192
64,99,133,21,2,2014-06-27 16:18:41.580462
64,99,133,20,2,2014-06-27 16:18:41.596551
64,99,133,19,2,2014-06-27 16:18:41.613530
64,99,133,19,2,2014-06-27 16:18:41.630586
64,99,133,18,2,2014-06-27 16:18:41.646708
64,99,133,18,2,2014-06-27 16:18:41.663844
64,99,133,17,2,2014-06-27 16:18:41.680488
64,99,133,16,2,2014-06-27 16:18:41.696916
64,99,133,16,2,2014-06-27 16:18:41.713568
64,99,133,16,2,2014-06-27 16:18:41.730528
64,99,133,17,2,2014-06-27 16:18:41.747013
64,99,133,20,2,2014-06-27 16:18:41.764152
64,99,133,25,3,2014-06-27 16:18:41.780263
64,99,133,34,4,2014-06-27 16:18:41.797284
64,99,133,43,5,2014-06-27 16:18:41.813963
64,99,133,53,6,2014-06-27 16:18:41.830583
64,99,133,63,7,2014-06-27 16:18:41.847328
64,99,133,71,8,2014-06-27 16:18:41.864072
64,99,133,76,9,2014-06-27 16:18:41.880767
64,99,133,78,9,2014-06-27 16:18:41.897277
64,99,133,79,9,2014-06-27 16:18:41.914595
64,99,133,79,9,2014-06-27 16:18:41.930924
64,99,133,78,9,2014-06-27 16:18:41.947437
64,99,133,76,9,2014-06-27 16:18:41.964181
64,99,133,74,9,2014-06-27 16:18:41.980979
64,99,197,71,8,2014-06-27 16:18:41.997730
64,99,197,69,8,2014-06-27 16:18:42.014321
64,99,133,66,8,2014-06-27 16:18:42.031050
64,99,133,64,8,2014-06-27 16:18:42.047416
64,99,133,62,7,2014-06-27 16:18:42.064802
64,99,133,60,7,2014-06-27 16:18:42.088918
64,99,133,59,7,2014-06-27 16:18:42.097769
64,99,133,58,7,2014-06-27 16:18:42.114505
64,99,133,57,7,2014-06-27 16:18:42.131248
64,99,133,55,6,2014-06-27 16:18:42.147684
64,99,133,53,6,2014-06-27 16:18:42.164774
64,99,133,51,6,2014-06-27 16:18:42.181333
64,99,133,48,6,2014-06-27 16:18:42.197814
64,99,133,46,5,2014-06-27 16:18:42.214964
64,99,133,43,5,2014-06-27 16:18:42.231190
64,99,133,41,5,2014-06-27 16:18:42.248053
64,99,133,39,4,2014-06-27 16:18:42.265052
64,99,133,37,4,2014-06-27 16:18:42.281496
64,99,133,35,4,2014-06-27 16:18:42.297986
64,99,133,33,4,2014-06-27 16:18:42.314929
64,99,133,31,3,2014-06-27 16:18:42.331679
64,99,133,29,3,2014-06-27 16:18:42.348261
64,99,133,28,3,2014-06-27 16:18:42.365071
64,99,133,26,3,2014-06-27 16:18:42.381481
64,99,133,25,3,2014-06-27 16:18:42.398394
64,99,133,24,3,2014-06-27 16:18:42.415302
64,99,133,23,2,2014-06-27 16:18:42.431889
64,99,133,22,2,2014-06-27 16:18:42.448479
64,99,133,21,2,2014-06-27 16:18:42.465564
64,99,133,20,2,2014-06-27 16:18:42.481961
64,99,133,19,2,2014-06-27 16:18:42.498381
64,99,133,18,2,2014-06-27 16:18:42.515317
64,99,133,18,2,2014-06-27 16:18:42.531942
64,99,133,17,2,2014-06-27 16:18:42.548590
64,99,133,16,2,2014-06-27 16:18:42.565503
64,99,133,16,2,2014-06-27 16:18:42.582194
64,99,133,15,1,2014-06-27 16:18:42.598648
64,99,133,14,1,2014-06-27 16:18:42.615736
64,99,133,14,1,2014-06-27 16:18:42.632025
64,99,133,15,1,2014-06-27 16:18:42.648973
64,99,133,18,2,2014-06-27 16:18:42.665814
64,99,133,24,3,2014-06-27 16:18:42.682394
64,99,133,33,4,2014-06-27 16:18:42.698810
64,99,133,42,5,2014-06-27 16:18:42.715940
64,99,133,53,6,2014-06-27 16:18:42.732243
64,99,133,63,7,2014-06-27 16:18:42.749168
64,99,133,70,8,2014-06-27 16:18:42.766160
64,99,133,75,9,2014-06-27 16:18:42.782563
64,99,133,77,9,2014-06-27 16:18:42.799000
64,99,133,78,9,2014-06-27 16:18:42.816253
64,99,133,78,9,2014-06-27 16:18:42.832497
64,99,133,77,9,2014-06-27 16:18:42.849348
64,99,133,76,9,2014-06-27 16:18:42.865984
64,99,133,74,9,2014-06-27 16:18:42.882830
64,99,197,71,8,2014-06-27 16:18:42.899240
64,99,197,69,8,2014-06-27 16:18:42.916273
64,99,133,66,8,2014-06-27 16:18:42.933412
64,99,133,64,8,2014-06-27 16:18:42.949671
64,99,133,62,7,2014-06-27 16:18:42.966367
64,99,133,61,7,2014-06-27 16:18:42.982728
64,99,133,60,7,2014-06-27 16:18:42.999461
64,99,133,58,7,2014-06-27 16:18:43.016455
64,99,133,57,7,2014-06-27 16:18:43.033051
64,99,133,55,6,2014-06-27 16:18:43.049516
64,99,133,52,6,2014-06-27 16:18:43.066554
64,99,133,50,6,2014-06-27 16:18:43.082941
64,99,133,47,5,2014-06-27 16:18:43.099732
64,99,133,44,5,2014-06-27 16:18:43.116467
64,99,133,41,5,2014-06-27 16:18:43.133281
64,99,133,39,4,2014-06-27 16:18:43.149821
64,99,133,37,4,2014-06-27 16:18:43.166866
64,99,133,34,4,2014-06-27 16:18:43.183151
64,99,133,32,4,2014-06-27 16:18:43.200029
64,99,133,30,3,2014-06-27 16:18:43.216696
64,99,133,28,3,2014-06-27 16:18:43.233553
64,99,133,27,3,2014-06-27 16:18:43.250178
64,99,133,25,3,2014-06-27 16:18:43.266876
64,99,133,24,3,2014-06-27 16:18:43.283619
64,99,133,22,2,2014-06-27 16:18:43.300253
64,99,133,21,2,2014-06-27 16:18:43.317261
64,99,133,20,2,2014-06-27 16:18:43.333330
64,99,133,19,2,2014-06-27 16:18:43.350484
64,99,133,18,2,2014-06-27 16:18:43.367088
64,99,133,17,2,2014-06-27 16:18:43.383793
64,99,133,17,2,2014-06-27 16:18:43.400249
64,99,133,16,2,2014-06-27 16:18:43.417164
64,99,133,15,1,2014-06-27 16:18:43.433934
64,99,133,14,1,2014-06-27 16:18:43.450399
64,99,133,14,1,2014-06-27 16:18:43.467531
64,99,133,13,1,2014-06-27 16:18:43.483992
64,99,133,13,1,2014-06-27 16:18:43.500473
64,99,133,12,1,2014-06-27 16:18:43.517490
64,99,133,11,1,2014-06-27 16:18:43.534174
64,99,133,11,1,2014-06-27 16:18:43.550687
64,99,133,10,1,2014-06-27 16:18:43.567819
64,99,133,9,1,2014-06-27 16:18:43.584267
64,99,133,9,1,2014-06-27 16:18:43.600638
64,99,133,8,1,2014-06-27 16:18:43.617788
64,99,133,8,1,2014-06-27 16:18:43.634016
64,99,133,10,1,2014-06-27 16:18:43.650765
64,99,133,15,1,2014-06-27 16:18:43.668035
64,99,133,23,2,2014-06-27 16:18:43.684143
64,99,133,32,4,2014-06-27 16:18:43.701070
64,99,133,42,5,2014-06-27 16:18:43.717864
64,99,133,52,6,2014-06-27 16:18:43.734526
64,99,133,61,7,2014-06-27 16:18:43.751073
64,99,133,67,8,2014-06-27 16:18:43.768184
64,99,133,69,8,2014-06-27 16:18:43.784586
64,99,133,70,8,2014-06-27 16:18:43.801059
64,99,133,70,8,2014-06-27 16:18:43.818310
64,99,133,69,8,2014-06-27 16:18:43.834777
64,99,133,67,8,2014-06-27 16:18:43.851382
64,99,197,65,8,2014-06-27 16:18:43.868098
64,99,197,63,7,2014-06-27 16:18:43.884801
64,99,133,61,7,2014-06-27 16:18:43.901297
64,99,133,59,7,2014-06-27 16:18:43.918290
64,99,133,58,7,2014-06-27 16:18:43.934882
64,99,133,56,7,2014-06-27 16:18:43.951439
64,99,133,56,7,2014-06-27 16:18:43.968850
64,99,133,55,6,2014-06-27 16:18:43.984744
64,99,133,55,6,2014-06-27 16:18:44.001772
64,99,133,54,6,2014-06-27 16:18:44.018633
64,99,133,53,6,2014-06-27 16:18:44.034844
64,99,133,51,6,2014-06-27 16:18:44.051614
64,99,133,49,6,2014-06-27 16:18:44.068662
64,99,133,47,5,2014-06-27 16:18:44.085261
64,99,133,45,5,2014-06-27 16:18:44.104864
64,99,133,42,5,2014-06-27 16:18:44.118439
64,99,133,40,5,2014-06-27 16:18:44.135020
64,99,133,39,4,2014-06-27 16:18:44.151949
64,99,133,36,4,2014-06-27 16:18:44.168983
64,99,133,34,4,2014-06-27 16:18:44.185171
64,99,133,32,4,2014-06-27 16:18:44.202068
64,99,133,30,3,2014-06-27 16:18:44.219064
64,99,133,29,3,2014-06-27 16:18:44.235569
64,99,133,27,3,2014-06-27 16:18:44.251972
64,99,133,26,3,2014-06-27 16:18:44.269086
64,99,133,24,3,2014-06-27 16:18:44.285734
64,99,133,23,2,2014-06-27 16:18:44.302088
64,99,133,22,2,2014-06-27 16:18:44.319207
64,99,133,21,2,2014-06-27 16:18:44.335701
64,99,133,20,2,2014-06-27 16:18:44.352212
64,99,133,20,2,2014-06-27 16:18:44.369247
64,99,133,19,2,2014-06-27 16:18:44.385583
64,99,133,19,2,2014-06-27 16:18:44.402513
64,99,133,18,2,2014-06-27 16:18:44.419489
64,99,133,18,2,2014-06-27 16:18:44.435596
64,99,133,17,2,2014-06-27 16:18:44.452622
64,99,133,17,2,2014-06-27 16:18:44.469333
64,99,133,16,2,2014-06-27 16:18:44.486038
64,99,133,15,1,2014-06-27 16:18:44.502481
64,99,133,14,1,2014-06-27 16:18:44.519658
64,99,133,14,1,2014-06-27 16:18:44.535919
64,99,133,14,1,2014-06-27 16:18:44.552891
64,99,133,15,1,2014-06-27 16:18:44.569532
64,99,133,19,2,2014-06-27 16:18:44.586313
64,99,133,25,3,2014-06-27 16:18:44.602676
64,99,133,34,4,2014-06-27 16:18:44.619794
64,99,133,43,5,2014-06-27 16:18:44.636308
64,99,133,53,6,2014-06-27 16:18:44.653032
64,99,133,63,7,2014-06-27 16:18:44.669832
64,99,133,70,8,2014-06-27 16:18:44.686491
64,99,133,75,9,2014-06-27 16:18:44.702931
64,99,133,77,9,2014-06-27 16:18:44.719998
64,99,133,77,9,2014-06-27 16:18:44.736554
64,99,133,76,9,2014-06-27 16:18:44.753066
64,99,133,75,9,2014-06-27 16:18:44.769933
64,99,133,73,9,2014-06-27 16:18:44.786628
64,99,197,71,8,2014-06-27 16:18:44.803321
64,99,197,68,8,2014-06-27 16:18:44.820112
64,99,133,66,8,2014-06-27 16:18:44.836742
64,99,133,64,8,2014-06-27 16:18:44.853210
64,99,133,62,7,2014-06-27 16:18:44.870596
64,99,133,60,7,2014-06-27 16:18:44.886577
64,99,133,60,7,2014-06-27 16:18:44.903509
64,99,133,59,7,2014-06-27 16:18:44.920440
64,99,133,58,7,2014-06-27 16:18:44.936661
64,99,133,57,7,2014-06-27 16:18:44.953631
64,99,133,55,6,2014-06-27 16:18:44.970550
64,99,133,53,6,2014-06-27 16:18:44.987073
64,99,133,51,6,2014-06-27 16:18:45.003502
64,99,133,48,6,2014-06-27 16:18:45.020762
64,99,133,45,5,2014-06-27 16:18:45.037131
64,99,133,42,5,2014-06-27 16:18:45.053589
64,99,133,40,5,2014-06-27 16:18:45.070782
64,99,133,38,4,2014-06-27 16:18:45.087024
64,99,133,36,4,2014-06-27 16:18:45.103980
64,99,133,34,4,2014-06-27 16:18:45.120738
64,99,133,32,4,2014-06-27 16:18:45.137358
64,99,133,30,3,2014-06-27 16:18:45.153891
64,99,133,28,3,2014-06-27 16:18:45.170983
64,99,133,26,3,2014-06-27 16:18:45.187187
64,99,133,24,3,2014-06-27 16:18:45.204139
64,99,133,23,2,2014-06-27 16:18:45.220789
64,99,133,22,2,2014-06-27 16:18:45.237586
64,99,133,21,2,2014-06-27 16:18:45.254079
64,99,133,20,2,2014-06-27 16:18:45.271182
64,99,133,20,2,2014-06-27 16:18:45.287624
64,99,133,20,2,2014-06-27 16:18:45.304153
64,99,133,19,2,2014-06-27 16:18:45.321240
64,99,133,19,2,2014-06-27 16:18:45.337518
64,99,133,19,2,2014-06-27 16:18:45.354328
64,99,133,18,2,2014-06-27 16:18:45.371053
64,99,133,17,2,2014-06-27 16:18:45.387682
64,99,133,16,2,2014-06-27 16:18:45.404457
64,99,133,16,2,2014-06-27 16:18:45.421291
64,99,133,15,1,2014-06-27 16:18:45.437878
64,99,133,14,1,2014-06-27 16:18:45.454777
64,99,133,13,1,2014-06-27 16:18:45.471454
64,99,133,12,1,2014-06-27 16:18:45.488017
64,99,133,11,1,2014-06-27 16:18:45.504542
64,99,133,11,1,2014-06-27 16:18:45.521664
64,99,133,12,1,2014-06-27 16:18:45.537936
64,99,133,16,2,2014-06-27 16:18:45.554671
64,99,133,22,2,2014-06-27 16:18:45.571786
64,99,133,31,3,2014-06-27 16:18:45.588142
64,99,133,41,5,2014-06-27 16:18:45.604990
64,99,133,52,6,2014-06-27 16:18:45.621906
64,99,133,63,7,2014-06-27 16:18:45.638369
64,99,133,71,8,2014-06-27 16:18:45.655060
64,99,133,76,9,2014-06-27 16:18:45.671995
64,99,133,79,9,2014-06-27 16:18:45.688285
64,99,133,80,10,2014-06-27 16:18:45.705155
64,99,133,80,10,2014-06-27 16:18:45.722164
64,99,133,79,9,2014-06-27 16:18:45.738500
64,99,133,77,9,2014-06-27 16:18:45.755034
64,99,133,75,9,2014-06-27 16:18:45.772247
64,99,197,73,9,2014-06-27 16:18:45.788476
64,99,197,70,8,2014-06-27 16:18:45.805256
64,99,133,67,8,2014-06-27 16:18:45.822214
64,99,133,64,8,2014-06-27 16:18:45.838801
64,99,133,62,7,2014-06-27 16:18:45.855478
64,99,133,60,7,2014-06-27 16:18:45.872147
64,99,133,59,7,2014-06-27 16:18:45.889095
64,99,133,58,7,2014-06-27 16:18:45.905523
64,99,133,57,7,2014-06-27 16:18:45.922603
64,99,133,55,6,2014-06-27 16:18:45.938760
64,99,133,53,6,2014-06-27 16:18:45.955676
64,99,133,51,6,2014-06-27 16:18:45.972537
64,99,133,48,6,2014-06-27 16:18:45.989080
64,99,133,46,5,2014-06-27 16:18:46.005803
64,99,133,43,5,2014-06-27 16:18:46.022501
64,99,133,41,5,2014-06-27 16:18:46.039233
64,99,133,39,4,2014-06-27 16:18:46.055714
64,99,133,37,4,2014-06-27 16:18:46.072792
64,99,133,34,4,2014-06-27 16:18:46.089042
64,99,133,32,4,2014-06-27 16:18:46.105968
64,99,133,31,3,2014-06-27 16:18:46.124164
64,99,133,29,3,2014-06-27 16:18:46.139455
64,99,133,27,3,2014-06-27 16:18:46.155946
64,99,133,25,3,2014-06-27 16:18:46.172965
